0	0.451092
1	0.174535
2	0.066354
3	0.031807
4	0.018834
5	0.015028
6	0.007942
7	0.004597
8	0.007568
9	0.005504
10	0.003467
11	-0.002357
12	-0.008371
13	-0.004446
14	-0.002250
15	-0.000172
16	-0.001707
17	0.001052
18	0.000212
19	-0.000588
20	-0.002280
21	-0.001272
22	0.001625
23	0.000722
24	0.003321
25	0.001199
26	0.000495
27	0.002102
28	-0.001475
29	-0.002434
30	0.000947
31	0.004502
32	0.002961
33	0.004502
34	0.000947
35	-0.002434
36	-0.001475
37	0.002102
38	0.000495
39	0.001199
40	0.003321
41	0.000722
42	0.001625
43	-0.001272
44	-0.002280
45	-0.000588
46	0.000212
47	0.001052
48	-0.001707
49	-0.000172
50	-0.002250
51	-0.004446
52	-0.008371
53	-0.002357
54	0.003467
55	0.005504
56	0.007568
57	0.004597
58	0.007942
59	0.015028
60	0.018834
61	0.031807
62	0.066354
63	0.174535
