0	133.851364
1	92.594271
2	71.532425
3	62.230282
4	52.616284
5	53.964114
6	53.177925
7	53.602254
8	52.885907
9	57.376768
10	56.589200
11	51.633910
12	43.983900
13	36.104640
14	26.160399
15	22.535317
16	24.988034
17	28.031829
18	29.844374
19	24.815631
20	30.331898
21	38.171179
22	35.059924
23	37.393355
24	29.786178
25	31.410572
26	37.469228
27	38.673035
28	38.724445
29	38.870056
30	30.593774
31	31.678805
32	30.815298
33	26.592795
34	27.061603
35	29.718612
36	25.074876
37	23.130292
38	25.126536
39	26.150291
40	28.380426
41	28.324715
42	33.581286
43	36.292459
44	36.159667
45	31.429909
46	31.579384
47	32.539480
48	28.779221
49	24.195893
50	31.985948
51	28.537014
52	36.251229
53	32.794685
54	36.909250
55	35.748501
56	38.704158
57	30.702298
58	31.672202
59	34.035576
60	34.558298
61	40.173501
62	31.693278
63	38.581204
64	31.383104
65	30.330954
66	30.196068
67	33.013199
68	33.553753
69	31.143844
70	32.499118
71	35.182941
72	29.006829
73	43.641932
74	35.318398
75	38.629876
76	38.451443
77	40.054706
78	41.056793
79	40.973065
80	38.334438
81	41.989961
82	31.387335
83	35.500785
84	28.760696
85	29.623077
86	39.843907
87	38.877847
88	31.441044
89	33.501635
90	40.219751
91	40.397746
92	43.246343
93	34.886749
94	24.608998
95	30.288430
96	32.726560
97	33.492541
98	31.401853
99	39.008784
