0	17.616422
1	19.578227
2	20.101664
3	24.606233
4	27.461875
5	32.842454
6	34.413834
7	35.635466
8	35.861608
9	37.179915
10	35.922491
11	37.270619
12	38.751427
13	37.102040
14	26.282350
15	26.014920
16	29.968160
17	32.051902
18	33.561054
19	27.154260
20	34.182411
21	39.514511
22	29.705187
23	36.675255
24	33.183058
25	33.455227
26	37.949171
27	34.291794
28	33.238158
29	31.622807
30	27.027786
31	31.369625
32	28.417380
33	27.073776
34	27.804596
35	24.610473
36	19.800962
37	17.897595
38	22.720500
39	23.487205
40	24.819962
41	25.346951
42	30.667429
43	31.698736
44	32.517558
45	30.737538
46	33.602973
47	30.898164
48	27.987485
49	22.699750
50	29.527808
51	28.414460
52	33.074522
53	28.235259
54	33.732050
55	30.405604
56	32.897908
57	29.900373
58	28.743877
59	31.465166
60	31.805933
61	35.893375
62	30.259881
63	37.164492
64	31.868263
65	30.641938
66	25.594140
67	26.473865
68	33.771766
69	32.735661
70	31.695331
71	31.733100
72	29.547560
73	39.459720
74	34.547001
75	31.917405
76	30.953431
77	36.406756
78	36.395609
79	38.085163
80	38.277467
81	40.740751
82	32.315587
83	34.778221
84	27.579685
85	25.293301
86	40.562440
87	38.667967
88	34.088098
89	29.021428
90	36.079076
91	36.145321
92	36.314009
93	32.686994
94	22.259635
95	27.819059
96	27.689559
97	26.911926
98	24.083641
99	35.813012
100	34.056491
101	34.186567
102	30.603705
103	24.887805
104	25.535284
105	32.577253
106	40.964881
107	38.041478
108	37.977795
109	29.354308
110	33.695778
111	37.185326
112	33.609354
113	36.468890
114	39.750231
115	42.963103
116	36.204293
117	35.843754
118	46.940102
119	38.702207
120	34.895446
121	33.730119
122	37.128976
123	38.607058
124	36.619587
125	35.480877
126	39.068293
127	35.615625
128	30.705780
129	35.436189
130	38.410377
131	33.350240
132	39.891805
133	39.614528
134	36.442867
135	33.302344
136	31.630448
137	34.876339
138	29.891971
139	32.326246
140	33.582811
141	32.256332
142	33.010220
143	34.500948
144	32.048374
145	32.481098
146	22.626811
147	23.923909
148	26.620733
149	22.507069
150	26.275188
151	28.009599
152	31.264066
153	28.846603
154	29.584673
155	29.972613
156	30.729301
157	34.339681
158	34.832576
159	38.876280
160	30.543850
161	33.185296
162	31.313643
163	28.367829
164	38.594343
165	37.309453
166	41.599775
167	40.106082
168	40.231811
169	32.142665
170	35.517314
171	37.608682
172	33.923664
173	30.508319
174	31.915374
175	22.638513
176	24.571715
177	28.529263
178	24.319090
179	25.272429
180	28.024754
181	30.028672
182	24.313794
183	26.005351
184	30.322864
185	28.459991
186	33.020772
187	30.883399
188	36.573497
189	32.898215
190	37.918537
191	33.855487
192	40.511729
193	37.763624
194	31.609320
195	33.045682
196	31.938478
197	29.509652
198	26.821627
199	31.127918
200	30.362502
201	33.111217
202	31.522383
203	30.481786
204	36.661178
205	39.889198
206	38.551462
207	33.652788
208	34.823028
209	32.697563
210	31.391752
211	28.626330
212	25.715683
213	25.306654
214	25.435276
215	26.906472
216	42.821518
217	42.528261
218	46.666488
219	47.646404
220	41.698823
221	43.957375
222	46.029103
223	41.528276
224	46.861503
225	43.799829
226	41.197255
227	35.423052
228	39.619018
229	40.620656
230	38.908526
231	30.388959
232	33.717750
233	37.126950
234	32.653715
235	40.132188
236	34.927666
237	30.129466
238	33.775646
239	34.992379
240	30.627930
241	28.475861
242	30.392317
243	39.859088
244	30.795403
245	26.844008
246	25.912424
247	28.770202
248	33.451631
249	35.161992
250	40.235436
251	42.554516
252	35.261939
253	32.462633
254	27.385424
255	37.131450
256	35.082510
257	29.845650
258	33.431404
259	31.066834
260	23.150516
261	26.375084
262	29.640825
263	34.752521
264	33.522168
265	34.463859
266	34.237085
267	26.845992
268	37.594235
269	40.166501
270	39.861753
271	43.370496
